source_row_id,report_date,platform,campaign_id,campaign_name,state,city,device_type,impressions,clicks,conversions,spend_inr
SRC0001,2026-03-23,Google Ads,IN_GO_1070,Summer Savings | Fashion | Maharashtra | Social,Maharashtra,Nagpur,Tablet,37790,1320,14,9752.63
SRC0121,2026-03-08,Google Ads,IN_GO_1012,Monsoon Deals | Grocery | Delhi NCR | Display,Delhi NCR,New Delhi,Desktop,73205,3368,271,141841.92
SRC0122,2026-02-23,Google Ads,IN_GO_1029,Republic Day | Fashion | West Bengal | Display,West Bengal,Durgapur,Desktop,22389,483,7,16016.39
SRC0123,2026-02-12,Meta Ads,IN_ME_1061,IPL Promo | EdTech | Telangana | Display,Telangana,Hyderabad,Tablet,132598,4793,394,20555.55
SRC0124,2026-01-28,Meta Ads,IN_ME_1016,Holi Offer | EdTech | Uttar Pradesh | Video,Uttar Pradesh,Agra,Desktop,27517,486,29,14262.47
SRC0125,2026-01-09,Google Ads,IN_GO_1019,Back to College | Electronics | Rajasthan | Programmatic,Rajasthan,Jodhpur,Tablet,91355,2469,144,33290.55
SRC0126,2026-02-23,Meta Ads,IN_ME_1061,Holi Offer | Beauty | Karnataka | Programmatic,Karnataka,Mangaluru,Desktop,26412,981,86,13759.98
SRC0127,2026-01-03,YouTube Ads,IN_YO_1006,Summer Savings | Travel | Karnataka | Search,Karnataka,Mangaluru,Mobile,107353,3516,262,37853.95
SRC0128,2026-03-29,DV360,IN_DV_1059,Monsoon Deals | EdTech | Rajasthan | Social,Rajasthan,Jodhpur,Tablet,24695,503,5,5924.33
SRC0129,2026-01-06,YouTube Ads,IN_YO_1025,Back to College | Home Appliances | Delhi NCR | Video,Delhi NCR,Faridabad,Tablet,90002,2114,152,83356.35
SRC0130,2026-02-12,YouTube Ads,IN_YO_1024,New Year | Home Appliances | Karnataka | Display,Karnataka,Mangaluru,Desktop,145076,5790,220,211842.04
SRC0131,2026-02-04,Google Ads,IN_GO_1014,New Year | Beauty | West Bengal | Social,West Bengal,Kolkata,Desktop,35989,794,25,17472.37
SRC0132,2026-02-24,Meta Ads,IN_ME_1008,Wedding Season | Electronics | Rajasthan | Video,Rajasthan,Udaipur,Desktop,34671,1348,55,33421.06
SRC0133,2026-03-28,Meta Ads,IN_ME_1009,Festive Cashback | Travel | Maharashtra | Display,Maharashtra,Pune,Mobile,76864,3393,129,65785.04
SRC0134,2026-03-14,Google Ads,IN_GO_1074,Wedding Season | Grocery | Kerala | Video,Kerala,Kochi,Mobile,51095,1632,66,49705.45
SRC0135,2026-02-01,Google Ads,IN_GO_1034,Wedding Season | Beauty | Maharashtra | Display,Maharashtra,Pune,Desktop,199559,5561,498,85369.36
SRC0136,2026-03-04,Meta Ads,IN_ME_1041,Holi Offer | Home Appliances | Karnataka | Social,Karnataka,Mysuru,Mobile,190070,4376,58,113776.49
SRC0137,2026-02-08,Meta Ads,IN_ME_1031,Back to College | Fashion | Telangana | Search,Telangana,Warangal,Mobile,222191,6711,252,182871.48
SRC0138,2026-03-01,LinkedIn Ads,IN_LI_1062,Holi Offer | Electronics | Telangana | Video,Telangana,Karimnagar,Tablet,152807,3992,165,109214.62
SRC0139,2026-01-17,YouTube Ads,IN_YO_1071,Wedding Season | Travel | Karnataka | Programmatic,Karnataka,Hubballi,Mobile,182718,6358,451,56299.25
SRC0140,2026-03-06,Google Ads,IN_GO_1029,IPL Promo | Fashion | Karnataka | Social,Karnataka,Mysuru,Tablet,105707,5541,280,84710.84
SRC0141,2026-01-11,YouTube Ads,IN_YO_1069,Back to College | Grocery | Tamil Nadu | Social,Tamil Nadu,Madurai,Tablet,39491,1209,26,51475.22
SRC0142,2026-01-20,Meta Ads,IN_ME_1011,Festive Cashback | Grocery | Kerala | Programmatic,Kerala,Kozhikode,Mobile,26917,1412,100,20450.31
SRC0143,2026-01-27,LinkedIn Ads,IN_LI_1039,Diwali Sale | Home Appliances | West Bengal | Programmatic,West Bengal,Durgapur,Tablet,141601,2548,189,51859.04
SRC0144,2026-02-28,Google Ads,IN_GO_1044,Wedding Season | Home Appliances | Maharashtra | Display,Maharashtra,Pune,Mobile,174032,2269,178,38009.45
SRC0145,2026-02-14,DV360,IN_DV_1060,Back to College | Beauty | Telangana | Search,Telangana,Warangal,Mobile,47118,900,25,6765.92
SRC0146,2026-02-07,DV360,IN_DV_1041,Summer Savings | EdTech | Kerala | Social,Kerala,Thiruvananthapuram,Tablet,64763,2810,137,69859.64
SRC0147,2026-03-05,YouTube Ads,IN_YO_1028,Holi Offer | Home Appliances | Rajasthan | Programmatic,Rajasthan,Jaipur,Mobile,167920,3911,47,94013.05
SRC0148,2026-03-25,DV360,IN_DV_1047,Holi Offer | Home Appliances | Delhi NCR | Social,Delhi NCR,New Delhi,Tablet,215240,5544,64,31174.16
SRC0149,2026-03-13,Meta Ads,IN_ME_1036,Holi Offer | Home Appliances | Gujarat | Programmatic,Gujarat,Vadodara,Tablet,231350,12600,803,106226.28
SRC0150,2026-01-13,DV360,IN_DV_1066,Back to College | Grocery | Gujarat | Social,Gujarat,Vadodara,Tablet,120221,3667,42,33688.76
SRC0151,2026-02-12,DV360,IN_DV_1079,Monsoon Deals | Beauty | Uttar Pradesh | Programmatic,Uttar Pradesh,Agra,Desktop,98500,1375,122,46999.91
SRC0152,2026-02-08,LinkedIn Ads,IN_LI_1043,Festive Cashback | Grocery | Gujarat | Display,Gujarat,Rajkot,Desktop,191634,2178,91,35433.08
SRC0153,2026-03-30,Google Ads,IN_GO_1007,IPL Promo | Travel | Kerala | Programmatic,Kerala,Thiruvananthapuram,Tablet,167967,4962,252,165875.13
SRC0154,2026-02-18,Meta Ads,IN_ME_1057,Festive Cashback | Travel | Tamil Nadu | Search,Tamil Nadu,Chennai,Mobile,97232,2578,107,30836.76
SRC0155,2026-03-06,LinkedIn Ads,IN_LI_1042,Diwali Sale | Travel | Rajasthan | Social,Rajasthan,Jodhpur,Tablet,188598,5552,215,239859.99
SRC0156,2026-02-28,LinkedIn Ads,IN_LI_1036,IPL Promo | Beauty | Gujarat | Display,Gujarat,Vadodara,Mobile,161299,3327,283,147265.67
SRC0157,2026-02-06,Meta Ads,IN_ME_1016,Wedding Season | Grocery | Rajasthan | Programmatic,Rajasthan,Udaipur,Desktop,165333,6473,253,285955.54
SRC0158,2026-02-14,Meta Ads,IN_ME_1033,IPL Promo | Travel | Delhi NCR | Search,Delhi NCR,New Delhi,Desktop,210910,6216,152,160689.72
SRC0159,2026-03-13,YouTube Ads,IN_YO_1007,Festive Cashback | Travel | Telangana | Programmatic,Telangana,Hyderabad,Mobile,190592,9597,254,126322.6
SRC0160,2026-01-13,DV360,IN_DV_1021,Holi Offer | Travel | Gujarat | Social,Gujarat,Rajkot,Tablet,121668,4622,370,107422.38
SRC0161,2026-03-25,Meta Ads,IN_ME_1074,IPL Promo | Travel | Delhi NCR | Search,Delhi NCR,Noida,Tablet,75875,2444,164,103556.63
SRC0162,2026-01-23,DV360,IN_DV_1038,New Year | EdTech | Telangana | Display,Telangana,Hyderabad,Tablet,244832,1918,62,54692.72
SRC0163,2026-02-12,YouTube Ads,IN_YO_1060,Back to College | Beauty | Rajasthan | Display,Rajasthan,Jodhpur,Tablet,86522,1336,23,13685.33
SRC0164,2026-02-28,YouTube Ads,IN_YO_1079,Republic Day | EdTech | Telangana | Video,Telangana,Hyderabad,Mobile,239433,8930,368,189759.69
SRC0165,2026-02-11,Google Ads,IN_GO_1032,Holi Offer | Fashion | West Bengal | Social,West Bengal,Durgapur,Desktop,16790,315,8,10955.98
SRC0166,2026-02-12,YouTube Ads,IN_YO_1031,Festive Cashback | Electronics | Kerala | Video,Kerala,Kozhikode,Tablet,31285,1211,55,12265.31
SRC0167,2026-03-29,LinkedIn Ads,IN_LI_1018,IPL Promo | Grocery | Delhi NCR | Programmatic,Delhi NCR,New Delhi,Mobile,140352,1895,131,54269.33
SRC0168,2026-02-23,LinkedIn Ads,IN_LI_1058,Summer Savings | EdTech | Rajasthan | Social,Rajasthan,Jodhpur,Tablet,153457,6212,89,167183.57
